"x_coord","y_coord","inf_times"
8.47432165071218,4.73423011811548,7995
8.69987393799349,4.7103183255498,7996
8.9254262252748,4.64416663568049,7997
9.15097851255611,4.53326769834041,7998
9.37653079983742,4.37511416336241,7999
9.60208308711873,4.16719868057936,8000
9.82763537440004,3.9070138998241,8001
10.0531876616813,3.592362622206,8002
10.2787399489627,3.2266885105192,8003
10.504292236244,2.81835364890846,8004
10.7298445235253,2.37588493346345,8005
10.9553968108066,1.90780926027382,8006
11.1809490980879,1.42265352542926,8007
11.4065013853692,0.929254754639006,8008
11.6320536726505,0.438825795585757,8009
11.8576059599318,-0.0363219672938293,8010
12.0831582472131,-0.483871203521287,8011
12.3087105344944,-0.891504582618125,8012
12.5342628217757,-1.24716910364778,8013
12.759815109057,-1.54589154725114,8014
12.9853673963384,-1.79038320938705,8015
13.2109196836197,-1.98374091707563,8016
13.436471970901,-2.12906149733704,8017
13.6620242581823,-2.22944177719142,8018
13.8875765454636,-2.28797858365891,8019
14.1131288327449,-2.30776874375966,8020
14.3386811200262,-2.29190908451382,8021
14.5642334073075,-2.24349643294153,8022
14.7897856945888,-2.16562761606294,8023
15.0153379818701,-2.06139946089819,8024
15.2408902691514,-1.93390879446743,8025
15.4664425564328,-1.7862524437908,8026
15.6919948437141,-1.62152723588845,8027
15.9175471309954,-1.44280731419486,8028
16.1430994182767,-1.25225553893845,8029
16.368651705558,-1.0508336511764,8030
16.5942039928393,-0.839421351866745,8031
16.8197562801206,-0.618898341967538,8032
17.0453085674019,-0.390144322436825,8033
17.2708608546832,-0.154038994232628,8034
17.4964131419645,0.0885379416870039,8035
17.7219654292458,0.336706784364029,8036
17.9475177165272,0.589587832840413,8037
18.1730700038085,0.846301386158096,8038
18.3986222910898,1.10596774335906,8039
18.6241745783711,1.36770720348526,8040
18.8497268656524,1.63064006557864,8041
19.0752791529337,1.89392566517118,8042
19.300831440215,2.15721790563922,8043
19.5263837274963,2.42051014610727,8044
19.7519360147776,2.68380238657532,8045
19.9774883020589,2.94709462704335,8046
20.2030405893402,3.21038686751141,8047
20.4285928766216,3.47367910797945,8048
20.6541451639029,3.7369713484475,8049
20.8796974511842,4.00026358891554,8050
21.1052497384655,4.26355582938358,8051
21.3308020257468,4.52684806985164,8052
21.5563543130281,4.79014031031968,8053
21.7819066003094,5.05343255078772,8054
22.0074588875907,5.31672479125577,8055
22.233011174872,5.58001703172382,8056
22.4585634621533,5.84330927219187,8057
22.6841157494346,6.10660151265991,8058
22.9096680367159,6.36989375312795,8059
23.1352203239973,6.63318599359601,8060
23.3607726112786,6.89647823406404,8061
23.5863248985599,7.1597704745321,8062
23.8118771858412,7.42306271500014,8063
24.0374294731225,7.68635495546819,8064
24.2629817604038,7.94964719593623,8065
24.4885340476851,8.21293943640427,8066
24.7140863349664,8.47623167687233,8067
24.9396386222477,8.73952391734037,8068
25.165190909529,9.00281615780841,8069
25.3907431968103,9.26610839827646,8070
25.6162954840917,9.5294006387445,8071
25.841847771373,9.79269287921256,8072
26.0674000586543,10.0559851196806,8073
26.2929523459356,10.3192773601486,8074
26.5185046332169,10.5825696006167,8075
26.7440569204982,10.8458618410847,8076
26.9696092077795,11.1091540815528,8077
27.1951614950608,11.3724463220208,8078
27.4207137823421,11.6357385624889,8079
27.6462660696234,11.8990308029569,8080
27.8718183569047,12.162323043425,8081
28.097370644186,12.425615283893,8082
28.3229229314674,12.6889075243611,8083
